lcl|NC_050173.1_cds_XP_031144161.1_51	[gene=csnk1a1]
lcl|NC_050173.1_cds_XP_031144158.1_52	[gene=csnk1a1]
lcl|NC_050173.1_cds_XP_035856882.1_53	[gene=fbxo38]
lcl|NC_050173.1_cds_XP_031144170.1_54	[gene=fbxo38]
lcl|NC_050173.1_cds_XP_035856898.1_55	[gene=fbxo38]
lcl|NC_050173.1_cds_XP_035857341.1_56	[gene=LOC116042217]
lcl|NC_050173.1_cds_XP_031144190.2_57	[gene=LOC116042219]
lcl|NC_050173.1_cds_XP_031144189.1_58	[gene=slitrk2]
lcl|NC_050173.1_cds_XP_035862066.1_59	[gene=LOC118496055]
lcl|NC_050173.1_cds_XP_031144181.1_60	[gene=LOC116042201]
lcl|NC_050173.1_cds_XP_035857871.1_61	[gene=LOC116065567]
lcl|NC_050173.1_cds_XP_031164504.1_62	[gene=LOC116056518]
lcl|NC_050173.1_cds_XP_031164501.1_63	[gene=LOC116056516]
lcl|NC_050173.1_cds_XP_031164502.1_64	[gene=LOC116056516]
lcl|NC_050173.1_cds_XP_031164499.1_65	[gene=LOC116056516]
lcl|NC_050173.1_cds_XP_031164500.1_66	[gene=LOC116056516]
lcl|NC_050173.1_cds_XP_035858171.1_67	[gene=LOC116039531]
lcl|NC_050173.1_cds_XP_035862086.1_68	[gene=LOC116054943]
lcl|NC_050173.1_cds_XP_031152958.1_69	[gene=LOC116048027]
lcl|NC_050173.1_cds_XP_035858234.1_70	[gene=LOC116048027]
lcl|NC_050173.1_cds_XP_035862096.1_71	[gene=LOC116048026]
lcl|NC_050173.1_cds_XP_031152954.1_72	[gene=LOC116048025]
lcl|NC_050173.1_cds_XP_035862100.1_73	[gene=LOC116036539]
lcl|NC_050173.1_cds_XP_035858561.1_74	[gene=LOC118495372]
lcl|NC_050173.1_cds_XP_035862548.1_75	[gene=LOC118496151]
lcl|NC_050173.1_cds_XP_035862207.1_76	[gene=LOC116051168]
lcl|NC_050173.1_cds_XP_035862203.1_77	[gene=LOC116051168]
lcl|NC_050173.1_cds_XP_035862305.1_78	[gene=LOC116067364]
lcl|NC_050173.1_cds_XP_035862301.1_79	[gene=LOC116067364]
lcl|NC_050173.1_cds_XP_035862308.1_80	[gene=LOC116067364]
lcl|NC_050173.1_cds_XP_035862106.1_81	[gene=LOC118496062]
lcl|NC_050173.1_cds_XP_031179650.2_82	[gene=LOC116067365]
lcl|NC_050173.1_cds_XP_035862285.1_83	[gene=LOC116067369]
lcl|NC_050173.1_cds_XP_031179651.2_84	[gene=LOC116067366]
lcl|NC_050173.1_cds_XP_035862188.1_85	[gene=LOC116051164]
lcl|NC_050173.1_cds_XP_035862479.1_86	[gene=abca4a]
lcl|NC_050173.1_cds_XP_031179655.2_87	[gene=LOC116067371]
lcl|NC_050173.1_cds_XP_035862389.1_88	[gene=LOC116051165]
lcl|NC_050173.1_cds_XP_035862268.1_89	[gene=matr3l1.2]
lcl|NC_050173.1_cds_XP_031157272.1_90	[gene=matr3l1.2]
lcl|NC_050173.1_cds_XP_031157273.1_91	[gene=matr3l1.2]
lcl|NC_050173.1_cds_XP_031157274.1_92	[gene=matr3l1.2]
lcl|NC_050173.1_cds_XP_031157269.1_93	[gene=LOC116051162]
lcl|NC_050173.1_cds_XP_031157270.1_94	[gene=LOC116051162]
lcl|NC_050173.1_cds_XP_035862593.1_95	[gene=LOC116051162]
lcl|NC_050173.1_cds_XP_031157268.1_96	[gene=LOC116051161]
lcl|NC_050173.1_cds_XP_031157264.1_97	[gene=neurog1]
lcl|NC_050173.1_cds_XP_031157265.1_98	[gene=neurog1]
lcl|NC_050173.1_cds_XP_031157267.1_99	[gene=arap3]
lcl|NC_050173.1_cds_XP_035862198.1_100	[gene=arap3]
lcl|NC_050173.1_cds_XP_035862274.1_101	[gene=LOC116051158]
lcl|NC_050173.1_cds_XP_031173014.1_102	[gene=LOC116062474]
lcl|NC_050173.1_cds_XP_031173116.1_103	[gene=LOC116062550]
lcl|NC_050173.1_cds_XP_031173074.1_104	[gene=emx3]
lcl|NC_050173.1_cds_XP_035862487.1_105	[gene=ccdc69]
lcl|NC_050173.1_cds_XP_035862491.1_106	[gene=ccdc69]
lcl|NC_050173.1_cds_XP_035862480.1_107	[gene=ccdc69]
lcl|NC_050173.1_cds_XP_035862484.1_108	[gene=ccdc69]
lcl|NC_050173.1_cds_XP_031173112.1_109	[gene=ltc4s]
lcl|NC_050173.1_cds_XP_035862278.1_110	[gene=maml1]
lcl|NC_050173.1_cds_XP_035862282.1_111	[gene=maml1]
lcl|NC_050173.1_cds_XP_035862350.1_112	[gene=canx]
lcl|NC_050173.1_cds_XP_035862348.1_113	[gene=canx]
lcl|NC_050173.1_cds_XP_035862382.1_114	[gene=mgat4b]
lcl|NC_050173.1_cds_XP_031166517.1_115	[gene=LOC116058051]
lcl|NC_050173.1_cds_XP_035862290.1_116	[gene=nfkb1]
lcl|NC_050173.1_cds_XP_035862194.1_117	[gene=LOC116060261]
lcl|NC_050173.1_cds_XP_035862191.1_118	[gene=LOC116060261]
lcl|NC_050173.1_cds_XP_035862456.1_119	[gene=LOC118496138]
lcl|NC_050173.1_cds_XP_035862452.1_120	[gene=LOC116060248]
lcl|NC_050173.1_cds_XP_035862454.1_121	[gene=LOC116060248]
lcl|NC_050173.1_cds_XP_035862355.1_122	[gene=LOC118492945]
lcl|NC_050173.1_cds_XP_035862358.1_123	[gene=LOC118492945]
lcl|NC_050173.1_cds_XP_035862362.1_124	[gene=LOC118492945]
lcl|NC_050173.1_cds_XP_035862368.1_125	[gene=LOC118492945]
lcl|NC_050173.1_cds_XP_035862373.1_126	[gene=LOC118492945]
lcl|NC_050173.1_cds_XP_031169604.1_127	[gene=rest]
lcl|NC_050173.1_cds_XP_031169607.1_128	[gene=rest]
lcl|NC_050173.1_cds_XP_031169605.1_129	[gene=rest]
lcl|NC_050173.1_cds_XP_031169606.1_130	[gene=rest]
lcl|NC_050173.1_cds_XP_031169603.1_131	[gene=rest]
lcl|NC_050173.1_cds_XP_031169601.1_132	[gene=b4galt1l]
lcl|NC_050173.1_cds_XP_031169602.1_133	[gene=b4galt1l]
lcl|NC_050173.1_cds_XP_035862433.1_134	[gene=LOC116060250]
lcl|NC_050173.1_cds_XP_031169595.2_135	[gene=LOC116060250]
lcl|NC_050173.1_cds_XP_035855331.1_136	[gene=LOC116060251]
lcl|NC_050173.1_cds_XP_035862502.1_137	[gene=LOC118492938]
lcl|NC_050173.1_cds_XP_035862507.1_138	[gene=LOC118492938]
lcl|NC_050173.1_cds_XP_035862508.1_139	[gene=LOC118492938]
lcl|NC_050173.1_cds_XP_031169611.1_140	[gene=LOC116060263]
lcl|NC_050173.1_cds_XP_031169610.1_141	[gene=tgfbi]
lcl|NC_050173.1_cds_XP_035862512.1_142	[gene=LOC116060253]
lcl|NC_050173.1_cds_XP_031169597.1_143	[gene=stard15]
lcl|NC_050173.1_cds_XP_035862409.1_144	[gene=sqstm1]
lcl|NC_050173.1_cds_XP_031169661.1_145	[gene=LOC116060299]
lcl|NC_050173.1_cds_XP_031169662.1_146	[gene=LOC116060299]
lcl|NC_050173.1_cds_XP_035862515.1_147	[gene=LOC118496146]
lcl|NC_050173.1_cds_XP_031169667.1_148	[gene=tmem129]
lcl|NC_050173.1_cds_XP_035862462.1_149	[gene=tmem129]
lcl|NC_050173.1_cds_XP_031169668.1_150	[gene=tmem129]
lcl|NC_050173.1_cds_XP_031169665.1_151	[gene=atoh8]
lcl|NC_050173.1_cds_XP_031169663.1_152	[gene=atoh8]
lcl|NC_050173.1_cds_XP_035862320.1_153	[gene=rnf103]
lcl|NC_050173.1_cds_XP_031169669.2_154	[gene=rnf103]
lcl|NC_050173.1_cds_XP_035862318.1_155	[gene=rnf103]
lcl|NC_050173.1_cds_XP_035862615.1_156	[gene=LOC116060827]
lcl|NC_050173.1_cds_XP_031170431.2_157	[gene=LOC116060826]
lcl|NC_050173.1_cds_XP_035862327.1_158	[gene=slc44a1b]
lcl|NC_050173.1_cds_XP_035862342.1_159	[gene=slc44a1b]
lcl|NC_050173.1_cds_XP_031170456.1_160	[gene=slc44a1b]
lcl|NC_050173.1_cds_XP_031170453.2_161	[gene=slc44a1b]
lcl|NC_050173.1_cds_XP_031170454.2_162	[gene=slc44a1b]
lcl|NC_050173.1_cds_XP_035862332.1_163	[gene=slc44a1b]
lcl|NC_050173.1_cds_XP_035862335.1_164	[gene=slc44a1b]
lcl|NC_050173.1_cds_XP_031170450.1_165	[gene=tbc1d2]
lcl|NC_050173.1_cds_XP_035862212.1_166	[gene=tbc1d2]
lcl|NC_050173.1_cds_XP_031170458.1_167	[gene=rnf130]
lcl|NC_050173.1_cds_XP_031170459.1_168	[gene=rnf130]
lcl|NC_050173.1_cds_XP_035862426.1_169	[gene=rnf130]
lcl|NC_050173.1_cds_XP_031170445.1_170	[gene=LOC116060836]
lcl|NC_050173.1_cds_XP_031170448.1_171	[gene=LOC116060836]
lcl|NC_050173.1_cds_XP_031170446.1_172	[gene=LOC116060836]
lcl|NC_050173.1_cds_XP_031170447.1_173	[gene=LOC116060836]
lcl|NC_050173.1_cds_XP_035862229.1_174	[gene=LOC116060836]
lcl|NC_050173.1_cds_XP_031170449.1_175	[gene=LOC116060837]
lcl|NC_050173.1_cds_XP_031170439.1_176	[gene=LOC116060830]
lcl|NC_050173.1_cds_XP_035862407.1_177	[gene=sqstm1]
lcl|NC_050173.1_cds_XP_035862404.1_178	[gene=sqstm1]
lcl|NC_050173.1_cds_XP_035862400.1_179	[gene=sqstm1]
lcl|NC_050173.1_cds_XP_031170440.2_180	[gene=LOC116060831]
lcl|NC_050173.1_cds_XP_031170442.1_181	[gene=LOC116060833]
lcl|NC_050173.1_cds_XP_035862233.1_182	[gene=polr2b]
lcl|NC_050173.1_cds_XP_035862242.1_183	[gene=polr2b]
lcl|NC_050173.1_cds_XP_035862237.1_184	[gene=polr2b]
lcl|NC_050173.1_cds_XP_031166520.1_185	[gene=LOC116058052]
lcl|NC_050173.1_cds_XP_031166518.1_186	[gene=LOC116058052]
lcl|NC_050173.1_cds_XP_031166519.1_187	[gene=LOC116058052]
lcl|NC_050173.1_cds_XP_035862114.1_188	[gene=LOC116058048]
lcl|NC_050173.1_cds_XP_035862119.1_189	[gene=golga2]
lcl|NC_050173.1_cds_XP_031133606.1_190	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133610.1_191	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133614.1_192	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133602.1_193	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133609.1_194	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133607.1_195	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133601.1_196	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133612.1_197	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133611.1_198	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133604.1_199	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133605.1_200	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133608.1_201	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_031133613.1_202	[gene=dnm1a]
lcl|NC_050173.1_cds_XP_035859031.1_203	[gene=ciz1a]
lcl|NC_050173.1_cds_XP_035859060.1_204	[gene=ciz1a]
lcl|NC_050173.1_cds_XP_031133726.2_205	[gene=ciz1a]
lcl|NC_050173.1_cds_XP_031133727.1_206	[gene=c1h9orf16]
lcl|NC_050173.1_cds_XP_031133964.1_207	[gene=surf2]
lcl|NC_050173.1_cds_XP_031133872.1_208	[gene=surf4]
lcl|NC_050173.1_cds_XP_031133858.1_209	[gene=ass1]
lcl|NC_050173.1_cds_XP_031133859.1_210	[gene=ass1]
lcl|NC_050173.1_cds_XP_031133860.1_211	[gene=ass1]
lcl|NC_050173.1_cds_XP_031133763.1_212	[gene=fubp3]
lcl|NC_050173.1_cds_XP_031133766.1_213	[gene=fubp3]
lcl|NC_050173.1_cds_XP_031133767.1_214	[gene=fubp3]
lcl|NC_050173.1_cds_XP_031133764.1_215	[gene=fubp3]
lcl|NC_050173.1_cds_XP_031133768.1_216	[gene=fubp3]
lcl|NC_050173.1_cds_XP_031134020.1_217	[gene=LOC116035179]
lcl|NC_050173.1_cds_XP_031133853.1_218	[gene=fbxw5]
lcl|NC_050173.1_cds_XP_031133658.1_219	[gene=traf2b]
lcl|NC_050173.1_cds_XP_031133659.1_220	[gene=traf2b]
lcl|NC_050173.1_cds_XP_031133660.1_221	[gene=coq4]
lcl|NC_050173.1_cds_XP_031133662.1_222	[gene=coq4]
lcl|NC_050173.1_cds_XP_031133663.1_223	[gene=coq4]
lcl|NC_050173.1_cds_XP_031133976.1_224	[gene=bspry]
lcl|NC_050173.1_cds_XP_031133857.1_225	[gene=zmynd19]
lcl|NC_050173.1_cds_XP_031133962.1_226	[gene=tmem141]
lcl|NC_050173.1_cds_XP_031133870.1_227	[gene=sapcd2]
lcl|NC_050173.1_cds_XP_031133871.1_228	[gene=sapcd2]
lcl|NC_050173.1_cds_XP_031133897.1_229	[gene=LOC116035093]
lcl|NC_050173.1_cds_XP_031133708.1_230	[gene=LOC116034992]
lcl|NC_050173.1_cds_XP_031133705.1_231	[gene=LOC116034991]
lcl|NC_050173.1_cds_XP_031133706.1_232	[gene=LOC116034991]
lcl|NC_050173.1_cds_XP_031133707.1_233	[gene=LOC116034991]
lcl|NC_050173.1_cds_XP_031133991.1_234	[gene=pax8]
lcl|NC_050173.1_cds_XP_031133995.1_235	[gene=pax8]
lcl|NC_050173.1_cds_XP_031133990.1_236	[gene=pax8]
lcl|NC_050173.1_cds_XP_031133992.1_237	[gene=pax8]
lcl|NC_050173.1_cds_XP_031133993.1_238	[gene=pax8]
lcl|NC_050173.1_cds_XP_031133569.1_239	[gene=LOC116034934]
lcl|NC_050173.1_cds_XP_031133568.2_240	[gene=wbp1]
lcl|NC_050173.1_cds_XP_031133565.1_241	[gene=lman2la]
lcl|NC_050173.1_cds_XP_031133863.1_242	[gene=mtfp1]
lcl|NC_050173.1_cds_XP_031133667.1_243	[gene=LOC116034974]
lcl|NC_050173.1_cds_XP_031133669.1_244	[gene=LOC116034974]
lcl|NC_050173.1_cds_XP_031133671.1_245	[gene=LOC116034974]
lcl|NC_050173.1_cds_XP_031133672.1_246	[gene=LOC116034974]
lcl|NC_050173.1_cds_XP_031133668.1_247	[gene=LOC116034974]
lcl|NC_050173.1_cds_XP_031133673.1_248	[gene=LOC116034974]
lcl|NC_050173.1_cds_XP_031133900.1_249	[gene=tbx3a]
lcl|NC_050173.1_cds_XP_031133901.1_250	[gene=tbx3a]
lcl|NC_050173.1_cds_XP_031133963.1_251	[gene=tbx5a]
lcl|NC_050173.1_cds_XP_035860619.1_252	[gene=tbx5a]
lcl|NC_050173.1_cds_XP_035860701.1_253	[gene=ddx54]
lcl|NC_050173.1_cds_XP_031133795.2_254	[gene=ddx54]
lcl|NC_050173.1_cds_XP_035860728.1_255	[gene=LOC118495773]
lcl|NC_050173.1_cds_XP_031133989.1_256	[gene=rab14l]
lcl|NC_050173.1_cds_XP_031133985.1_257	[gene=abl1]
lcl|NC_050173.1_cds_XP_031133984.1_258	[gene=abl1]
lcl|NC_050173.1_cds_XP_031133987.1_259	[gene=abl1]
lcl|NC_050173.1_cds_XP_031133986.1_260	[gene=abl1]
lcl|NC_050173.1_cds_XP_031133988.1_261	[gene=exosc2]
lcl|NC_050173.1_cds_XP_031133539.1_262	[gene=ric1]
lcl|NC_050173.1_cds_XP_031133540.1_263	[gene=ric1]
lcl|NC_050173.1_cds_XP_031133541.1_264	[gene=ric1]
lcl|NC_050173.1_cds_XP_031133542.1_265	[gene=LOC116034915]
lcl|NC_050173.1_cds_XP_031133796.1_266	[gene=oaz1b]
lcl|NC_050173.1_cds_XP_031133687.1_267	[gene=LOC116034986]
lcl|NC_050173.1_cds_XP_031133978.1_268	[gene=LOC116035152]
lcl|NC_050173.1_cds_XP_035861296.1_269	[gene=LOC116035152]
lcl|NC_050173.1_cds_XP_031133982.1_270	[gene=mlana]
lcl|NC_050173.1_cds_XP_031133979.1_271	[gene=mlana]
lcl|NC_050173.1_cds_XP_031133980.1_272	[gene=mlana]
lcl|NC_050173.1_cds_XP_031133977.2_273	[gene=LOC116035151]
lcl|NC_050173.1_cds_XP_035861194.1_274	[gene=LOC116035151]
lcl|NC_050173.1_cds_XP_035861232.1_275	[gene=LOC116035151]
lcl|NC_050173.1_cds_XP_035861217.1_276	[gene=LOC116035151]
lcl|NC_050173.1_cds_XP_031133810.1_277	[gene=nup155]
lcl|NC_050173.1_cds_XP_031133811.1_278	[gene=nup155]
lcl|NC_050173.1_cds_XP_031133555.1_279	[gene=LOC116034922]
lcl|NC_050173.1_cds_XP_031133974.1_280	[gene=zdhhc8a]
lcl|NC_050173.1_cds_XP_031133965.1_281	[gene=arvcfa]
lcl|NC_050173.1_cds_XP_035861532.1_282	[gene=arvcfa]
lcl|NC_050173.1_cds_XP_031133997.1_283	[gene=LOC116035162]
lcl|NC_050173.1_cds_XP_035861714.1_284	[gene=smad4a]
lcl|NC_050173.1_cds_XP_035861739.1_285	[gene=smad4a]
lcl|NC_050173.1_cds_XP_035861757.1_286	[gene=smad4a]
lcl|NC_050173.1_cds_XP_035861782.1_287	[gene=smad4a]
lcl|NC_050173.1_cds_XP_035861806.1_288	[gene=smad4a]
lcl|NC_050173.1_cds_XP_031133694.2_289	[gene=smad4a]
lcl|NC_050173.1_cds_XP_031133692.1_290	[gene=rfx3]
lcl|NC_050173.1_cds_XP_031133689.1_291	[gene=rfx3]
lcl|NC_050173.1_cds_XP_031133691.1_292	[gene=rfx3]
lcl|NC_050173.1_cds_XP_031133688.1_293	[gene=rfx3]
lcl|NC_050173.1_cds_XP_031133960.1_294	[gene=glis3]
lcl|NC_050173.1_cds_XP_031133957.1_295	[gene=glis3]
lcl|NC_050173.1_cds_XP_031133959.1_296	[gene=glis3]
lcl|NC_050173.1_cds_XP_031133956.1_297	[gene=glis3]
lcl|NC_050173.1_cds_XP_031133955.1_298	[gene=glis3]
lcl|NC_050173.1_cds_XP_031133958.1_299	[gene=glis3]
lcl|NC_050173.1_cds_XP_031133953.1_300	[gene=glis3]
lcl|NC_050173.1_cds_XP_031133961.1_301	[gene=glis3]
lcl|NC_050173.1_cds_XP_031133822.1_302	[gene=unc5c]
lcl|NC_050173.1_cds_XP_031133823.1_303	[gene=unc5c]
lcl|NC_050173.1_cds_XP_031133824.1_304	[gene=unc5c]
lcl|NC_050173.1_cds_XP_031133839.1_305	[gene=bmpr1bb]
lcl|NC_050173.1_cds_XP_031133840.1_306	[gene=bmpr1bb]
lcl|NC_050173.1_cds_XP_031133841.1_307	[gene=bmpr1bb]
lcl|NC_050173.1_cds_XP_031133842.1_308	[gene=LOC116035058]
lcl|NC_050173.1_cds_XP_031133834.1_309	[gene=pdlim5b]
lcl|NC_050173.1_cds_XP_031133833.1_310	[gene=pdlim5b]
lcl|NC_050173.1_cds_XP_031133831.1_311	[gene=pdlim5b]
lcl|NC_050173.1_cds_XP_031133832.1_312	[gene=pdlim5b]
lcl|NC_050173.1_cds_XP_031133830.1_313	[gene=pdlim5b]
lcl|NC_050173.1_cds_XP_031133827.1_314	[gene=pdlim5b]
lcl|NC_050173.1_cds_XP_031133826.1_315	[gene=pdlim5b]
lcl|NC_050173.1_cds_XP_035862929.1_316	[gene=opn4xa]
lcl|NC_050173.1_cds_XP_031133838.1_317	[gene=opn4xa]
lcl|NC_050173.1_cds_XP_031133837.1_318	[gene=opn4xa]
lcl|NC_050173.1_cds_XP_031133836.1_319	[gene=opn4xa]
lcl|NC_050173.1_cds_XP_035862834.1_320	[gene=opn4xa]
lcl|NC_050173.1_cds_XP_031133623.1_321	[gene=gdnfa]
lcl|NC_050173.1_cds_XP_035863032.1_322	[gene=gdnfa]
lcl|NC_050173.1_cds_XP_031133620.1_323	[gene=LOC116034951]
lcl|NC_050173.1_cds_XP_031133622.1_324	[gene=LOC116034951]
lcl|NC_050173.1_cds_XP_035862711.1_325	[gene=cplane1]
lcl|NC_050173.1_cds_XP_035862646.1_326	[gene=cplane1]
lcl|NC_050173.1_cds_XP_035862662.1_327	[gene=cplane1]
lcl|NC_050173.1_cds_XP_035862687.1_328	[gene=cplane1]
lcl|NC_050173.1_cds_XP_031133619.2_329	[gene=cplane1]
lcl|NC_050173.1_cds_XP_035862629.1_330	[gene=cplane1]
lcl|NC_050173.1_cds_XP_031133586.1_331	[gene=LOC116034941]
lcl|NC_050173.1_cds_XP_031133587.1_332	[gene=LOC116034941]
lcl|NC_050173.1_cds_XP_031133589.1_333	[gene=LOC116034941]
lcl|NC_050173.1_cds_XP_035863366.1_334	[gene=LOC116034941]
lcl|NC_050173.1_cds_XP_031133590.1_335	[gene=LOC116034942]
lcl|NC_050173.1_cds_XP_031133582.1_336	[gene=LOC116034939]
lcl|NC_050173.1_cds_XP_031133584.1_337	[gene=LOC116034939]
lcl|NC_050173.1_cds_XP_031133581.1_338	[gene=LOC116034939]
lcl|NC_050173.1_cds_XP_031133580.1_339	[gene=LOC116034939]
lcl|NC_050173.1_cds_XP_031133583.1_340	[gene=LOC116034939]
lcl|NC_050173.1_cds_XP_035863071.1_341	[gene=LOC116034939]
lcl|NC_050173.1_cds_XP_031133585.1_342	[gene=LOC116034939]
lcl|NC_050173.1_cds_XP_035863438.1_343	[gene=sgsm1b]
lcl|NC_050173.1_cds_XP_031133894.2_344	[gene=sgsm1b]
lcl|NC_050173.1_cds_XP_031133573.1_345	[gene=srsf9]
lcl|NC_050173.1_cds_XP_031133574.1_346	[gene=srsf9]
lcl|NC_050173.1_cds_XP_031133575.1_347	[gene=srsf9]
lcl|NC_050173.1_cds_XP_031133576.1_348	[gene=srsf9]
lcl|NC_050173.1_cds_XP_031133572.1_349	[gene=prodha]
lcl|NC_050173.1_cds_XP_031133770.1_350	[gene=gal3st1b]
lcl|NC_050173.1_cds_XP_035863658.1_351	[gene=gal3st1b]
lcl|NC_050173.1_cds_XP_031133771.1_352	[gene=gal3st1b]
lcl|NC_050173.1_cds_XP_035863710.1_353	[gene=gal3st1b]
lcl|NC_050173.1_cds_XP_031133774.1_354	[gene=LOC116035023]
lcl|NC_050173.1_cds_XP_031133773.1_355	[gene=zmat5]
lcl|NC_050173.1_cds_XP_031134017.1_356	[gene=cabp7b]
lcl|NC_050173.1_cds_XP_031133943.1_357	[gene=tescb]
lcl|NC_050173.1_cds_XP_035863872.1_358	[gene=tescb]
lcl|NC_050173.1_cds_XP_031133809.1_359	[gene=m17]
lcl|NC_050173.1_cds_XP_031133948.1_360	[gene=taok3b]
lcl|NC_050173.1_cds_XP_031133891.1_361	[gene=LOC116035088]
lcl|NC_050173.1_cds_XP_031133889.1_362	[gene=LOC116035087]
lcl|NC_050173.1_cds_XP_031133888.1_363	[gene=LOC116035087]
lcl|NC_050173.1_cds_XP_031133890.1_364	[gene=LOC116035087]
lcl|NC_050173.1_cds_XP_031133951.1_365	[gene=myo1hb]
lcl|NC_050173.1_cds_XP_031133949.1_366	[gene=myo1hb]
lcl|NC_050173.1_cds_XP_031133866.1_367	[gene=ssh1b]
lcl|NC_050173.1_cds_XP_031133868.1_368	[gene=ssh1b]
lcl|NC_050173.1_cds_XP_035864182.1_369	[gene=ssh1b]
lcl|NC_050173.1_cds_XP_031133854.2_370	[gene=coro1cb]
lcl|NC_050173.1_cds_XP_031133855.1_371	[gene=coro1cb]
lcl|NC_050173.1_cds_XP_031133782.1_372	[gene=selplg]
lcl|NC_050173.1_cds_XP_031133783.1_373	[gene=selplg]
lcl|NC_050173.1_cds_XP_031133784.1_374	[gene=selplg]
lcl|NC_050173.1_cds_XP_031133785.1_375	[gene=selplg]
lcl|NC_050173.1_cds_XP_031133786.1_376	[gene=tmem119b]
